,Ar,NotflNr,NotFlHeiti,TegundNr,TegundHeiti,EldsnTegNr,EldsnTegHeiti,Notkun,Frumorka
5888,2016,10510,Dísilolía á bifreiðar (frá söludælu),1,Bifreiðar og tæki,5,Dísilolía,39049.0,1686916.8
5889,2016,10511,Dísilolía á tæki (frá bíl),1,Bifreiðar og tæki,5,Dísilolía,14879.0,642772.8
5948,2016,21110,Metan á bifreiðar,1,Bifreiðar og tæki,11,Metan,207.0,7462.35
5951,2016,21210,Vetni á bifreiðar,1,Bifreiðar og tæki,12,Vetni,0.0,0.0
5953,2016,21410,Lífdísilolía á bifreiðar,1,Bifreiðar og tæki,14,Lífdísilolía,3070.0,134466.0
5954,2016,21411,Lífdísilolía á tæki,1,Bifreiðar og tæki,14,Lífdísilolía,0.0,0.0
5968,2016,21510,Etanól á bifreiðar,1,Bifreiðar og tæki,15,Etanól,1576.0,41606.4
5970,2016,21610,Metanól á bifreiðar,1,Bifreiðar og tæki,16,Metanól,0.0,0.0
5975,2016,10210,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,0.0,0.0
5976,2016,10310,"Steinolía, samgöngur",1,Bifreiðar og tæki,3,Steinolía og þotueldsneyti,0.0,0.0
5977,2016,10390,"Steinolía, annað",1,Bifreiðar og tæki,3,Steinolía og þotueldsneyti,0.0,0.0
5980,2016,10510,Dísilolía á bifreiðar (frá söludælu),1,Bifreiðar og tæki,5,Dísilolía,0.0,0.0
5981,2016,10511,Dísilolía á tæki (frá bíl),1,Bifreiðar og tæki,5,Dísilolía,0.0,0.0
6040,2016,21110,Metan á bifreiðar,1,Bifreiðar og tæki,11,Metan,0.0,0.0
6043,2016,21210,Vetni á bifreiðar,1,Bifreiðar og tæki,12,Vetni,0.0,0.0
6045,2016,21410,Lífdísilolía á bifreiðar,1,Bifreiðar og tæki,14,Lífdísilolía,0.0,0.0
6046,2016,21411,Lífdísilolía á tæki,1,Bifreiðar og tæki,14,Lífdísilolía,0.0,0.0
6060,2016,21510,Etanól á bifreiðar,1,Bifreiðar og tæki,15,Etanól,0.0,0.0
6062,2016,21610,Metanól á bifreiðar,1,Bifreiðar og tæki,16,Metanól,0.0,0.0
6065,2016,21710,"Rafmagn, bifreiðar",1,Bifreiðar og tæki,17,Rafmagn,997970.0,3592.692
6066,2017,10210,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,13275.0,588082.5
6067,2017,10510,Dísilolía á bifreiðar (frá söludælu),1,Bifreiðar og tæki,5,Dísilolía,9737.0,420638.4
6068,2017,10511,Dísilolía á tæki (frá bíl),1,Bifreiðar og tæki,5,Dísilolía,1095.0,47304.0
6069,2017,21410,Lífdísilolía á bifreiðar,1,Bifreiðar og tæki,14,Lífdísilolía,1340.0,58692.0
6070,2017,21411,Lífdísilolía á tæki,1,Bifreiðar og tæki,14,Lífdísilolía,18.0,788.4
6071,2017,10210,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,10018.0,443797.4
6072,2017,10510,Dísilolía á bifreiðar (frá söludælu),1,Bifreiðar og tæki,5,Dísilolía,7256.0,312733.6
6073,2017,21410,Lífdísilolía á bifreiðar,1,Bifreiðar og tæki,14,Lífdísilolía,650.0,28470.0
6074,2017,21510,Etanól á bifreiðar,1,Bifreiðar og tæki,15,Etanól,549.0,14493.6
6075,2017,21610,Metanól á bifreiðar,1,Bifreiðar og tæki,16,Metanól,6.0,119.4
6084,2017,10210,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,42053.0,1862947.9
6085,2017,10390,"Steinolía, annað",1,Bifreiðar og tæki,3,Steinolía og þotueldsneyti,7.0,304.5
6087,2017,10510,Dísilolía á bifreiðar (frá söludælu),1,Bifreiðar og tæki,5,Dísilolía,60750.0,2618325.0
6088,2017,10511,Dísilolía á tæki (frá bíl),1,Bifreiðar og tæki,5,Dísilolía,14107.0,608011.7
6115,2017,21110,Metan á bifreiðar,1,Bifreiðar og tæki,11,Metan,359.1,12945.555
6116,2017,21410,Lífdísilolía á bifreiðar,1,Bifreiðar og tæki,14,Lífdísilolía,4998.0,218912.4
6117,2017,21510,Etanól á bifreiðar,1,Bifreiðar og tæki,15,Etanól,1686.0,44510.4
6119,2017,21110,Metan á bifreiðar,1,Bifreiðar og tæki,11,Metan,0.0,0.0
6121,2017,10210,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,33793.0,1497029.9
6122,2017,10310,"Steinolía, samgöngur",1,Bifreiðar og tæki,3,Steinolía og þotueldsneyti,45.0,1944.0
6125,2017,10510,Dísilolía á bifreiðar (frá söludælu),1,Bifreiðar og tæki,5,Dísilolía,44302.0,1913846.4
6126,2017,10511,Dísilolía á tæki (frá bíl),1,Bifreiðar og tæki,5,Dísilolía,8903.0,384609.6
6153,2017,21110,Metan á bifreiðar,1,Bifreiðar og tæki,11,Metan,839.7,30271.185
6154,2017,21410,Lífdísilolía á bifreiðar,1,Bifreiðar og tæki,14,Lífdísilolía,2151.0,94213.8
6155,2017,21510,Etanól á bifreiðar,1,Bifreiðar og tæki,15,Etanól,1423.0,37567.2
6156,2017,21410,Lífdísilolía á bifreiðar,1,Bifreiðar og tæki,14,Lífdísilolía,6.0,228.0
6161,2017,21710,"Rafmagn, bifreiðar",1,Bifreiðar og tæki,17,Rafmagn,5421354.0,19516.8744
6163,2017,10210,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,34621.0,1533710.3
6166,2017,10510,Dísilolía á bifreiðar (frá söludælu),1,Bifreiðar og tæki,5,Dísilolía,42192.0,1818475.2
6167,2017,10511,Dísilolía á tæki (frá bíl),1,Bifreiðar og tæki,5,Dísilolía,15353.0,661714.3
6186,2017,21110,Metan á bifreiðar,1,Bifreiðar og tæki,11,Metan,222.4,8017.52
6187,2017,21410,Lífdísilolía á bifreiðar,1,Bifreiðar og tæki,14,Lífdísilolía,3889.0,170338.2
6188,2017,21510,Etanól á bifreiðar,1,Bifreiðar og tæki,15,Etanól,911.0,24050.4
6190,2017,21710,"Rafmagn, bifreiðar",1,Bifreiðar og tæki,17,Rafmagn,3549278.0,12777.4008
6191,2018,10210,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,13362.0,591936.6
6192,2018,10510,Dísilolía á bifreiðar (frá söludælu),1,Bifreiðar og tæki,5,Dísilolía,11397.0,492350.4
6193,2018,10511,Dísilolía á tæki (frá bíl),1,Bifreiðar og tæki,5,Dísilolía,1413.0,61041.6
6194,2018,21410,Lífdísilolía á bifreiðar,1,Bifreiðar og tæki,14,Lífdísilolía,1021.0,44719.8
6195,2018,21411,Lífdísilolía á tæki,1,Bifreiðar og tæki,14,Lífdísilolía,28.0,1226.4
6196,2018,21510,Etanól á bifreiðar,1,Bifreiðar og tæki,15,Etanól,612.0,16524.0
6199,2018,10210,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,14649.0,648364.74
6200,2018,10510,Dísilolía á bifreiðar (frá söludælu),1,Bifreiðar og tæki,5,Dísilolía,12324.0,531780.6
6201,2018,21410,Lífdísilolía á bifreiðar,1,Bifreiðar og tæki,14,Lífdísilolía,1107.0,48486.6
6202,2018,21510,Etanól á bifreiðar,1,Bifreiðar og tæki,15,Etanól,794.0,20961.6
6203,2018,21610,Metanól á bifreiðar,1,Bifreiðar og tæki,16,Metanól,3.0,59.7
6212,2018,21410,Lífdísilolía á bifreiðar,1,Bifreiðar og tæki,14,Lífdísilolía,16.0,596.32
6214,2018,10210,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,37383.0,1656066.9
6215,2018,10390,"Steinolía, annað",1,Bifreiðar og tæki,3,Steinolía og þotueldsneyti,30.0,1296.0
6217,2018,10510,Dísilolía á bifreiðar (frá söludælu),1,Bifreiðar og tæki,5,Dísilolía,68709.0,2968228.8
6218,2018,10511,Dísilolía á tæki (frá bíl),1,Bifreiðar og tæki,5,Dísilolía,8233.0,355665.6
6245,2018,21110,Metan á bifreiðar,1,Bifreiðar og tæki,11,Metan,303.0,17780.04
6246,2018,21410,Lífdísilolía á bifreiðar,1,Bifreiðar og tæki,14,Lífdísilolía,5119.0,224212.2
6247,2018,21510,Etanól á bifreiðar,1,Bifreiðar og tæki,15,Etanól,1839.0,49653.0
6249,2018,21110,Metan á bifreiðar,1,Bifreiðar og tæki,11,Metan,0.0,0.0
6251,2018,10210,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,31371.0,1389735.3
6252,2018,10310,"Steinolía, samgöngur",1,Bifreiðar og tæki,3,Steinolía og þotueldsneyti,27.0,1166.4
6255,2018,10510,Dísilolía á bifreiðar (frá söludælu),1,Bifreiðar og tæki,5,Dísilolía,45916.0,1983571.2
6256,2018,10511,Dísilolía á tæki (frá bíl),1,Bifreiðar og tæki,5,Dísilolía,9280.0,400896.0
6281,2018,21110,Metan á bifreiðar,1,Bifreiðar og tæki,11,Metan,841.0,30318.05
6282,2018,21410,Lífdísilolía á bifreiðar,1,Bifreiðar og tæki,14,Lífdísilolía,3272.0,142004.8
6283,2018,21510,Etanól á bifreiðar,1,Bifreiðar og tæki,15,Etanól,1397.0,36880.8
6284,2018,21410,Lífdísilolía á bifreiðar,1,Bifreiðar og tæki,14,Lífdísilolía,4.0,176.0
6287,2018,21710,"Rafmagn, bifreiðar",1,Bifreiðar og tæki,17,Rafmagn,6617021.0,23821.2756
6289,2018,10210,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,30339.0,1344017.7
6292,2018,10510,Dísilolía á bifreiðar (frá söludælu),1,Bifreiðar og tæki,5,Dísilolía,40567.0,1748437.7
6293,2018,10511,Dísilolía á tæki (frá bíl),1,Bifreiðar og tæki,5,Dísilolía,12510.0,539181.0
6310,2018,21110,Metan á bifreiðar,1,Bifreiðar og tæki,11,Metan,236.0,8507.8
6311,2018,21210,Vetni á bifreiðar,1,Bifreiðar og tæki,12,Vetni,945.0,113.4
6312,2018,21410,Lífdísilolía á bifreiðar,1,Bifreiðar og tæki,14,Lífdísilolía,4754.0,208225.2
6313,2018,21510,Etanól á bifreiðar,1,Bifreiðar og tæki,15,Etanól,1447.0,38200.8
6315,2018,21710,"Rafmagn, bifreiðar",1,Bifreiðar og tæki,17,Rafmagn,172265.0,620.154
6316,2018,21710,"Rafmagn, bifreiðar",1,Bifreiðar og tæki,17,Rafmagn,7663355.0,27588.078
6317,2019,10210,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,17269.0,765016.7
6318,2019,10510,Dísilolía á bifreiðar (frá söludælu),1,Bifreiðar og tæki,5,Dísilolía,14662.0,631932.2
6321,2019,10519,"Dísilolía á tæki, annað",1,Bifreiðar og tæki,5,Dísilolía,584.0,25170.4
6322,2019,21410,Lífdísilolía á bifreiðar,1,Bifreiðar og tæki,14,Lífdísilolía,1374.0,60181.2
6323,2019,21412,Lífdíselolía á tæki landbúnaður,1,Bifreiðar og tæki,14,Lífdísilolía,28.0,1226.4
6324,2019,21510,Etanól á bifreiðar,1,Bifreiðar og tæki,15,Etanól,904.0,24408.0
6327,2019,10210,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,13303.0,589322.9
6328,2019,10510,Dísilolía á bifreiðar (frá söludælu),1,Bifreiðar og tæki,5,Dísilolía,12672.0,546163.2
6329,2019,21410,Lífdísilolía á bifreiðar,1,Bifreiðar og tæki,14,Lífdísilolía,1135.0,49713.0
6330,2019,21510,Etanól á bifreiðar,1,Bifreiðar og tæki,15,Etanól,727.0,19192.8
6331,2019,21610,Metanól á bifreiðar,1,Bifreiðar og tæki,16,Metanól,2.0,39.8
6333,2019,10210,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,868.0,38452.4
6334,2019,10510,Dísilolía á bifreiðar (frá söludælu),1,Bifreiðar og tæki,5,Dísilolía,385.0,16593.5
6335,2019,21410,Lífdísilolía á bifreiðar,1,Bifreiðar og tæki,14,Lífdísilolía,39.0,1708.2
6336,2019,21510,Etanól á bifreiðar,1,Bifreiðar og tæki,15,Etanól,42.0,1134.0
6339,2019,10210,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,33001.0,1461944.3
6340,2019,10390,"Steinolía, annað",1,Bifreiðar og tæki,3,Steinolía og þotueldsneyti,63.5048,2768.80928
6342,2019,10510,Dísilolía á bifreiðar (frá söludælu),1,Bifreiðar og tæki,5,Dísilolía,66989.0,2887225.9
6345,2019,10519,"Dísilolía á tæki, annað",1,Bifreiðar og tæki,5,Dísilolía,55.618745,2397.1679095
6374,2019,21110,Metan á bifreiðar,1,Bifreiðar og tæki,11,Metan,303.89775,10955.5138875
6375,2019,21410,Lífdísilolía á bifreiðar,1,Bifreiðar og tæki,14,Lífdísilolía,4904.0,214795.2
6376,2019,21510,Etanól á bifreiðar,1,Bifreiðar og tæki,15,Etanól,1712.0,40060.8
6378,2019,21110,Metan á bifreiðar,1,Bifreiðar og tæki,11,Metan,0.0,0.0
6379,2019,10210,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,27976.0,1236539.2
6380,2019,10310,"Steinolía, samgöngur",1,Bifreiðar og tæki,3,Steinolía og þotueldsneyti,29.0,1252.8
6383,2019,10510,Dísilolía á bifreiðar (frá söludælu),1,Bifreiðar og tæki,5,Dísilolía,44914.0,1935793.4
6386,2019,10519,"Dísilolía á tæki, annað",1,Bifreiðar og tæki,5,Dísilolía,5444.0,234636.4
6411,2019,21110,Metan á bifreiðar,1,Bifreiðar og tæki,11,Metan,891.82575,32150.3182875
6412,2019,21410,Lífdísilolía á bifreiðar,1,Bifreiðar og tæki,14,Lífdísilolía,3915.0,167562.0
6413,2019,21510,Etanól á bifreiðar,1,Bifreiðar og tæki,15,Etanól,1416.0,37382.4
6418,2019,21710,"Rafmagn, bifreiðar",1,Bifreiðar og tæki,17,Rafmagn,9429621.0,33946.6356
6420,2019,10210,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,26327.0,1166286.1
6423,2019,10510,Dísilolía á bifreiðar (frá söludælu),1,Bifreiðar og tæki,5,Dísilolía,41237.0,1777314.7
6426,2019,10519,"Dísilolía á tæki, annað",1,Bifreiðar og tæki,5,Dísilolía,1041.0,44867.1
6451,2019,21110,Metan á bifreiðar,1,Bifreiðar og tæki,11,Metan,293.13675,10567.5798375
6452,2019,21210,Vetni á bifreiðar,1,Bifreiðar og tæki,12,Vetni,870.0,104.4
6453,2019,21410,Lífdísilolía á bifreiðar,1,Bifreiðar og tæki,14,Lífdísilolía,3512.0,153825.6
6454,2019,21510,Etanól á bifreiðar,1,Bifreiðar og tæki,15,Etanól,1440.0,38016.0
6455,2019,21710,"Rafmagn, bifreiðar",1,Bifreiðar og tæki,17,Rafmagn,1304475.0,4696.11
6456,2019,21710,"Rafmagn, bifreiðar",1,Bifreiðar og tæki,17,Rafmagn,11821344.0,42556.8384
